OBJECTID,LENGTH,LINK,Midx,Midy,Cseason,Oseason,Cstartdate,Cenddate,Ostartdate,Oenddate,DFWOpen,BEACHID,BEACHCOMMENT,CLASSIFICATIONDATE,CLASSIFICATION,REASONDESCRIPTION,ORGANIZATION,BIDN,BEACHNAME,WATERBODYNAME,COUNTYNAME,GROWINGAREANAME,ALLSPECIEDESCRIPTIONS,FINALSTATUS,UPDATED,SHAPE_Length
293,666.688,,-123.0614044,47.20262061,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1189,None,2001/10/18 00:00:00+00,Closed,This beach is within the closure area for a sewage treatment plant outfall and is unsafe for recreational shellfish harvesting.,None,281066,WALKER CP,Hammersley Inlet,Mason,Oakland Bay,None,Closed,2023/04/12 03:01:35+00,622.054858374018
294,2309.436,,-122.79041808,47.18899186,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,586,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,280410,DNR-16,Nisqually Reach,Pierce,West Key Peninsula,None,Open,2023/04/12 03:01:35+00,1079.98645985857
295,2085.124,http://parks.state.wa.us/501/Eagle-Island,-122.69548022,47.18746522,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,594,None,2008/08/22 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,280510,EAGLE ISLAND SP,Drayton Passage,Pierce,Anderson Island,None,Open,2023/04/12 03:01:35+00,842.871801060636
296,2845.569,,-122.69537728,47.18431126,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,545,None,2008/08/13 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,280190,SOUTH EAGLE ISLAND,Drayton Passage,Pierce,Anderson Island,None,Open,2023/04/12 03:01:35+00,1254.30219984208
297,8536.737,http://parks.state.wa.us/517/Hope-Island---Mason,-122.93156009,47.1881301,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open May 1 through May 31 only.",,2023/05/01 00:00:00+00,2023/05/31 00:00:00+00,2023/05/01 00:00:00+00,2023/05/31 00:00:00+00,0,1276,None,1998/04/15 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,280975,HOPE ISLAND SP,Squaxin Passage,Mason,Pickering Passage,None,Open,2023/04/12 03:01:35+00,3885.52049893696
298,3128.105,,-122.77685459,47.18229202,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,589,None,1998/05/06 00:00:00+00,Closed,This beach is within the closure area for a sewage treatment plant outfall and is unsafe for recreational shellfish harvesting.,Department of Natural Resources,280430,TAYLOR BAY,Nisqually Reach,Pierce,West Key Peninsula,None,Closed,2023/04/12 03:01:35+00,1413.57989513778
299,1402.754,,-122.77385785,47.17176421,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,587,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,280420,DNR-13,Nisqually Reach,Pierce,West Key Peninsula,None,Open,2023/04/12 03:01:35+00,657.50282869651
300,7985.287,,-122.67509849,47.16249588,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,539,None,1998/06/02 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,280140,DNR-8,Nisqually Reach,Pierce,Anderson Island,None,Open,2023/04/12 03:01:35+00,3555.27211764286
301,2759.289,,-122.70878277,47.1409721,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,538,None,2014/06/24 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,280130,W ORO BAY,Nisqually Reach,Pierce,Oro Bay,None,Open,2023/04/12 03:01:35+00,1387.99650959261
302,2264.922,,-124.1353595,46.96529896,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round, except razor clams.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1360,None,2014/06/24 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,990016,OYHUT,Grays Harbor,Grays Harbor,Grays Harbor,None,Open,2023/04/12 03:01:35+00,1350.94104049359
303,49492.793,,-124.12680058,46.94659066,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round, except razor clams.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1361,This beach is closed from the southern shore of Protection Island west towards the mouth of Grays Harbor. The rounded tip of the island is classified as Open but may be closed periodically due to pollution events.,2014/06/24 00:00:00+00,Conditionally Open,Water quality for this beach does not meet public health standards for recreational shellfish harvesting for portions of the year.,None,990017,DAMON POINT,Grays Harbor,Grays Harbor,Grays Harbor,None,Conditionally Open,2023/04/12 03:01:35+00,17276.8353768192
304,9935.424,,-124.16221575,46.92909471,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round, except razor clams.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1362,None,2014/06/24 00:00:00+00,Closed,This beach is within the closure area for a sewage treatment plant outfall and is unsafe for recreational shellfish harvesting.,None,990018,POINT BROWN,Grays Harbor,Grays Harbor,None,None,Closed,2023/04/12 03:01:35+00,2879.63533532045
305,40518.754,http://parks.state.wa.us/431/Twin-Harbors-State-Park,-124.10554568,46.82686015,<a href='https://wdfw.wa.gov/fishing/shellfishing-regulations/razor-clams'>Check razor clam seasons:</a>,,2023/11/01 00:00:00+00,2023/05/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1416,None,2014/06/24 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,600100,TWIN HARBORS,Grays Harbor Coast,Grays Harbor,None,All Species excluding Razor Clams,Closed,2023/04/12 03:01:35+00,18341.1597906494
306,8666.809,,-123.94094703,46.7256759,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round, except razor clams.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1372,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,600130,HAWKS POINT,Willapa Bay,Pacific,Cedar River,None,Open,2023/04/12 03:01:35+00,3573.06271198436
307,1529.008,,-124.03166223,46.49530101,"<b>Clams & Mussels:</b>&nbsp;&nbsp;Closed year-round.","<b>Oysters:</b>&nbsp;&nbsp;Open year-round.",2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1377,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,600180,NAHCOTTA TIDELANDS,Willapa Bay,Pacific,Nahcotta,None,Open,2023/04/12 03:01:35+00,637.744047054044
308,3379.914,,-123.99004713,46.49216722,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round, except razor clams.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1378,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,600160,LONG ISLAND - DIAMOND POINT,Willapa Bay,Pacific,Nahcotta,None,Open,2023/04/12 03:01:35+00,1497.99830483518
309,18452.502,,-123.9689178,46.42554096,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round, except razor clams.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1379,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,600170,LONG ISLAND - PINNACLE ROCK,Willapa Bay,Pacific,Nahcotta,None,Open,2023/04/12 03:01:35+00,8163.46288721326
310,72072.328,,-124.05929034,46.44613953,<a href='https://wdfw.wa.gov/fishing/shellfishing-regulations/razor-clams'>Check razor clam seasons:</a>,,2022/11/01 00:00:00+00,2022/05/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1376,None,2014/06/24 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,600200,LONG BEACH,Pacific County Coast,Pacific,None,All Species excluding Razor Clams,Closed,2023/04/12 03:01:35+00,58744.2735534166
311,1643.288,,-124.05651087,46.27866742,<a href='https://wdfw.wa.gov/fishing/shellfishing-regulations/razor-clams'>Check razor clam seasons:</a>,,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1380,None,2014/06/24 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,600220,FT CANBY,Pacific County Coast,Pacific,None,All Species,Closed,2023/04/12 03:01:35+00,724.835278132625
312,2367.611,http://parks.state.wa.us/486/Cape-Disappointment,-124.05651087,46.27866742,<a href='https://wdfw.wa.gov/fishing/shellfishing-regulations/razor-clams'>Check razor clam seasons:</a>,,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1456,None,2016/11/02 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,600221,CAPE DISAPPOINTMENT,Pacific County Coast,Pacific,None,All Species,Closed,2023/04/12 03:01:35+00,1043.89867647044
313,2251,,-123.03920664,47.2462117,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round, except area defined by boundary markers and signs is closed year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1261,None,1999/02/02 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,DEPARTMENT OF FISH AND WILDLIFE,281050,OAKLAND BAY,Oakland Bay,Mason,Oakland Bay,None,Open,2023/04/12 03:01:35+00,1700.14210691508
314,0,https://penmetparks.org/parks/sunrise-beach-park/ ,-122.55522713,47.3502156,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,641,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,260615,SUNRISE BEACH CP,Colvos Passage,Pierce,Colvos Passage,None,Unclassified,2023/04/12 03:01:35+00,526.51613756302
315,6396.487,http://parks.state.wa.us/564/Penrose-Point,-122.74457306,47.25924339,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round in the vicinity of the State Park boat dock in Mayo Cove.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1399,"The innermost portion of Mayo Cove, including the park's boat dock, is closed to recreational shellfish harvesting. Harvesting of shellfish within a Marina Closure Area may be hazardous to your health and is not advised. The rest of the park is Approved.",2014/06/24 00:00:00+00,Closed,This beach is divided by APPROVED and PROHIBITED commercial shellfish areas.  The beach's recreational shellfish harvest classification is OPEN within the APPROVED area and CLOSED within the PROHIBITED area.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,280680,PENROSE POINT SP,Carr Inlet,Pierce,Penrose Point,None,Closed,2023/04/12 03:01:35+00,560.07214461992
316,10177.499,http://parks.state.wa.us/511/Fort-Worden,-122.76477068,48.14272305,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1407,Shellfish harvesting should be avoided from the western reaches of Fort Worden State Park beach.  This area lies within sewage treatment plant outfall closure zone.,2014/06/24 00:00:00+00,Closed,This beach is partially within a PROHIBITED commercial shellfish area.  The area inside the PROHIBITED zone is classified CLOSED.  The area outside the PROHIBITED zone is UNCLASSIFIED due to lack of data at this time to classify it.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,250170,FORT WORDEN SP,Admiralty Inlet,Jefferson,Protection Island,None,Closed,2023/04/12 03:01:35+00,690.828823707138
317,7300,http://www.kingcounty.gov/recreation/parks/naturalresources/naturallands/mauryislandmarine.aspx,-122.40788721,47.37795405,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1391,None,2018/08/09 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,260849,MAURY ISLAND MARINE PARK,East Passage,King,East Passage,None,Open,2023/04/12 03:01:35+00,3237.04802355274
318,1300,https://vashonparks.org/lost-lake,-122.48845083,47.35810083,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1393,None,2018/08/09 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,260719,LOST LAKE,Quartermaster Harbor,King,Quartermaster Harbor,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,614.662950151916
319,1750,,-122.49149869,47.33544283,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1395,None,2018/08/09 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,260709,NEILL POINT NATURAL AREA,Quartermaster Harbor,King,Quartermaster Harbor,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,897.970619865829
320,10462.546,,-122.62247518,48.27962795,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Contact WINAS for access & seasons",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1318,ATTENTION:  U.S. Navy access restrictions are in place.  Call 360-257-4024 for information from the Navy on access to this beach.,1999/01/28 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,US Navy,240470,WINAS-MAYLOR,Saratoga Passage,Island,Saratoga Passage,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,3700.22384758638
321,3352.8,http://parks.state.wa.us/510/Fort-Townsend,-122.7864679,48.07402182,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,201,None,2012/08/28 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,250180,OLD FORT TOWNSEND SP,Port Townsend,Jefferson,None,None,Unclassified,2023/04/12 03:01:35+00,1455.79949696873
322,1171.285,,-122.92084688,48.08826871,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1168,None,1999/02/04 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,250090,S DIAMOND PT,Discovery Bay,Clallam,Discovery Bay,All Species,Closed,2023/04/12 03:01:35+00,467.686165100355
323,518.959,https://www.seattle.gov/parks/find/parks/me-kwa-mooks-park,-122.40923675,47.56626607,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,300,None,1999/02/04 00:00:00+00,Closed,This beach is located in a densely populated urban area.  Large sewage treatment outfalls and urban stormwater runoff are sources of contamination concern.,None,260329,MEE-KWA-MOOKS PARK,South King County,King,None,None,Closed,2023/04/12 03:01:35+00,755.67905824972
324,3845.34,,-123.03487637,48.71681838,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,673,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,200210,DNR-363,President Channel,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,2120.28376116021
325,1373.358,,-123.04768822,47.47824117,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1223,None,2010/10/05 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,270360,DNR-46,Hood Canal #5,Mason,Hood Canal #5,None,Open,2023/04/12 03:01:35+00,745.042249267814
